epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,6411.41,0.48405,0.00456,0.01012,0.30838,0.88348,0.95982,0.94894,0.98453,0.91697,0.00676,0.00763,0.00176,0.00144,0.41597,0.01726,0.03563,0.27514,0.82634,0.00117072,0.00117072,0.00117072
120,6463.21,0.47907,0.00435,0.01007,0.30554,0.88352,0.95989,0.94803,0.98452,0.91701,0.00676,0.00763,0.00177,0.00145,0.41591,0.0173,0.03567,0.27531,0.82635,0.00110718,0.00110718,0.00110718
121,6514.74,0.48287,0.0047,0.01081,0.30655,0.88396,0.9601,0.94824,0.98461,0.9169,0.00675,0.00763,0.00177,0.00144,0.41594,0.01736,0.03535,0.27516,0.82633,0.00104537,0.00104537,0.00104537
122,6566.15,0.48266,0.00488,0.01076,0.30627,0.88257,0.96016,0.94809,0.98469,0.91687,0.00676,0.00763,0.00177,0.00145,0.41572,0.01724,0.03585,0.27505,0.82632,0.000985311,0.000985311,0.000985311
123,6618.98,0.47958,0.00428,0.01021,0.30673,0.88277,0.96064,0.94809,0.98474,0.91687,0.00676,0.00763,0.00178,0.00145,0.41573,0.01765,0.03584,0.27528,0.82641,0.00092704,0.00092704,0.00092704
124,6672.85,0.47818,0.00444,0.00996,0.30444,0.88212,0.96093,0.94838,0.98477,0.91682,0.00657,0.00742,0.00178,0.00145,0.41567,0.01766,0.03614,0.27531,0.82634,0.000870577,0.000870577,0.000870577
125,6726.53,0.47499,0.00464,0.01039,0.30164,0.88314,0.96174,0.94802,0.98478,0.91697,0.00657,0.00742,0.00179,0.00145,0.41585,0.01768,0.03618,0.27517,0.82637,0.000815947,0.000815947,0.000815947
126,6783.77,0.47532,0.00442,0.00959,0.30268,0.88218,0.96152,0.94852,0.98468,0.917,0.00679,0.00699,0.00179,0.00146,0.41588,0.0177,0.03622,0.27506,0.8264,0.000763174,0.000763174,0.000763174
127,6836.07,0.47741,0.00448,0.01064,0.30439,0.88394,0.96149,0.94852,0.98461,0.91704,0.00679,0.00699,0.00179,0.00146,0.41586,0.01772,0.03614,0.27506,0.82641,0.000712282,0.000712282,0.000712282
128,6888.17,0.47058,0.00424,0.00945,0.29685,0.87883,0.9608,0.94852,0.98451,0.91722,0.00679,0.00699,0.0018,0.00147,0.41588,0.01779,0.03623,0.27498,0.82633,0.000663292,0.000663292,0.000663292
129,6941.39,0.47367,0.00431,0.01045,0.29966,0.8817,0.96065,0.94788,0.98454,0.91716,0.00678,0.00699,0.0018,0.00147,0.41586,0.01775,0.03603,0.27498,0.8264,0.000616227,0.000616227,0.000616227
130,6996.56,0.47117,0.00413,0.00945,0.29903,0.8811,0.96111,0.94759,0.98445,0.91699,0.00678,0.00699,0.0018,0.00147,0.41592,0.01783,0.03652,0.27491,0.82639,0.000571106,0.000571106,0.000571106
131,7052.16,0.47059,0.00408,0.00968,0.29827,0.88075,0.96071,0.94795,0.98443,0.91714,0.00678,0.00699,0.00181,0.00147,0.41591,0.01759,0.03635,0.27484,0.82638,0.00052795,0.00052795,0.00052795
132,7107.5,0.4682,0.004,0.009,0.29699,0.88107,0.96071,0.94795,0.98437,0.91712,0.00658,0.00678,0.00176,0.00146,0.41602,0.01761,0.03634,0.2749,0.82646,0.000486777,0.000486777,0.000486777
133,7162.63,0.46945,0.00416,0.00975,0.29716,0.88225,0.96062,0.94725,0.98423,0.91704,0.00658,0.00678,0.00177,0.00147,0.41638,0.01774,0.03666,0.27479,0.82664,0.000447606,0.000447606,0.000447606
134,7217.9,0.47255,0.00411,0.00952,0.29827,0.88083,0.96048,0.94731,0.98391,0.91714,0.00657,0.00678,0.00178,0.00148,0.41638,0.01768,0.03645,0.2749,0.82665,0.000410454,0.000410454,0.000410454
135,7273.13,0.46439,0.00413,0.0098,0.29281,0.87743,0.9606,0.94746,0.98395,0.91711,0.00657,0.00678,0.00178,0.00148,0.41646,0.01782,0.03646,0.2746,0.82671,0.000375337,0.000375337,0.000375337
136,7328.86,0.46042,0.00402,0.00872,0.2927,0.87754,0.96108,0.94767,0.98404,0.91706,0.00657,0.00678,0.00178,0.00148,0.41668,0.01784,0.03653,0.27463,0.8267,0.00034227,0.00034227,0.00034227
137,7379.28,0.46813,0.00427,0.00882,0.29666,0.88029,0.9609,0.9476,0.98408,0.91692,0.00656,0.00678,0.00179,0.00148,0.41682,0.01782,0.03639,0.27479,0.82676,0.000311268,0.000311268,0.000311268
138,7431.23,0.46281,0.00418,0.00957,0.2943,0.87841,0.9611,0.94752,0.98414,0.91699,0.00656,0.00678,0.00179,0.00148,0.4169,0.01778,0.03651,0.2746,0.82681,0.000282345,0.000282345,0.000282345
139,7482.84,0.46339,0.00458,0.00957,0.29488,0.87972,0.96088,0.94713,0.98413,0.91718,0.00655,0.00678,0.00179,0.00148,0.41694,0.01776,0.03641,0.27453,0.82674,0.000255513,0.000255513,0.000255513
140,7535.11,0.46063,0.0042,0.009,0.29308,0.8764,0.96088,0.94718,0.98428,0.91718,0.00634,0.00657,0.00179,0.00148,0.41692,0.01785,0.03662,0.27455,0.82678,0.000230784,0.000230784,0.000230784
141,7602.21,0.39348,0.00229,0.00643,0.23434,0.82501,0.96087,0.94689,0.98423,0.91723,0.00635,0.00657,0.00179,0.00148,0.41726,0.01772,0.03672,0.27453,0.82685,0.000208169,0.000208169,0.000208169
142,7657.07,0.38533,0.00208,0.0059,0.22824,0.82156,0.96039,0.94767,0.98458,0.91739,0.00636,0.00657,0.00179,0.00148,0.41726,0.0177,0.03664,0.27435,0.82679,0.000187678,0.000187678,0.000187678
143,7709.38,0.38153,0.00215,0.00607,0.22632,0.82199,0.9557,0.95318,0.98465,0.91715,0.00615,0.00636,0.0018,0.00148,0.41731,0.01756,0.03652,0.2742,0.8268,0.00016932,0.00016932,0.00016932
144,7762.5,0.37819,0.00202,0.0056,0.22449,0.82025,0.96006,0.94714,0.98478,0.91748,0.00616,0.00636,0.0018,0.00149,0.41727,0.01763,0.03698,0.27393,0.82687,0.000153102,0.000153102,0.000153102
145,7814.36,0.38113,0.00207,0.00612,0.22562,0.82242,0.96037,0.94682,0.98481,0.91754,0.00616,0.00636,0.00181,0.00149,0.41727,0.0176,0.03682,0.27371,0.82683,0.000139032,0.000139032,0.000139032
146,7868.99,0.3808,0.00205,0.00624,0.22421,0.82067,0.96068,0.94619,0.98484,0.91775,0.00566,0.00657,0.00181,0.00147,0.41716,0.01755,0.03665,0.27365,0.82671,0.000127117,0.000127117,0.000127117
147,7921.51,0.3785,0.00204,0.00596,0.22223,0.82244,0.96044,0.94633,0.98484,0.91767,0.00617,0.00636,0.00181,0.00149,0.41713,0.01752,0.03651,0.27349,0.82662,0.00011736,0.00011736,0.00011736
148,7978.14,0.37738,0.00193,0.00553,0.22113,0.82099,0.96036,0.94703,0.98484,0.9179,0.00618,0.00636,0.00181,0.00148,0.41701,0.01749,0.03643,0.27339,0.82657,0.000109768,0.000109768,0.000109768
149,8029.68,0.37531,0.00199,0.00584,0.22209,0.81856,0.96044,0.94642,0.98494,0.91775,0.00567,0.00657,0.00181,0.00148,0.41687,0.01749,0.03632,0.27343,0.82645,0.000104342,0.000104342,0.000104342
150,8081.01,0.37567,0.00207,0.00584,0.22404,0.82166,0.96045,0.94658,0.98495,0.91776,0.00567,0.00657,0.00181,0.00148,0.41663,0.0175,0.03621,0.27331,0.82634,0.000101086,0.000101086,0.000101086
